Marca temporal;Institución;Unidad;Nombre Instrumento (Ej: Innovación Nacional);Nombre convocatoria (Ej: Innovación Nacional Region Metropolitana);URL;Descripción corta (Máximo 180 caracteres);Descripción larga ;Apoyo;Público;Requisitos;Permanente;Fecha Apertura (Sólo si no es permanente);Fecha Cierre (Sólo si no es permanente);Emergencias (¿La convocatoria nace de una catástrofe?);Región;Temática;Tributación;Etapa;Beneficio;Sexo registral;Tipo persona;Tamaño ventas;Rubro
8-5-2025 0:45:38;Sercotec;Desarrollo Empresarial;Pymes Globales;Pymes Globales;https://www.sercotec.cl/pymes-globales-2025/;Programa de apoyo a Pymes y cooperativas para la internacionalización, ofrece asesoría técnica para posicionarse en Marketplace globales y ampliar sus ventas.;Programa de entrenamiento de Sercotec que busca apoyar a un grupo de empresas y cooperativas para que, mediante la colaboración, la transferencia de conocimientos y la integración de buenas prácticas, accedan a marketplaces internacionales.;"Financia una **asesoría de 10 meses** de duración realizada por una consultora especializada en la preparación de empresas para la **comercialización de productos en Marketplace internacionales**.

El acompañamiento incluye un diagnóstico del potencial exportador de la empresa, talleres para el desarrollo de conocimientos en comercio digital y ventas al extranjero, asistencia técnica durante la planificación y ejecución del proceso de internacionalización, y elaboración de material de difusión y promoción.

**Cada empresa beneficiaria deberá realizar un aporte empresarial de $600 mil**, que será destinado principalmente a cofinanciar el material de difusión, marketing, packaging, etiquetado u otras inversiones relacionadas con el objetivo del programa.";"**Micro y pequeñas empresas**, personas naturales o jurídicas, con inicio de actividades en primera categoría ante el Servicio de Impuestos Internos y ventas anuales de entre 200 y 25.000 UF.
**Cooperativas** con inicio de actividades en primera categoría y ventas promedio por asociado de entre 200 y 25.000 UF al año. Esto se calcula con el monto de las ventas totales de la cooperativa dividido por el número de asociados. Se excluyen cooperativas de servicios financieros, sociedades de hecho y comunidades hereditarias.
Las empresas o cooperativas postulantes deben elaborar o manufacturar productos de forma serial y registrar una venta anual mínima de **50 unidades** por producto.";"- Las empresas o cooperativas postulantes deben elaborar o manufacturar productos de forma serial y registrar una venta anual mínima de **50 unidades** por producto.
";No;11-07-2025;25-07-2025;No;Nacional;Tecnología y Digitalización, Nuevos Mercados;Primera categoría;Crece;Asesoría;Masculino, Femenino;Natural, Jurídica;Pequeña, Mediana;Todos
8-5-2025 0:49:23;Sercotec;Desarrollo Empresarial;Kit Digital Ruta Digital 2025;Kit Digital Ruta Digital Región de Arica y Parinacota 2025;https://www.sercotec.cl/kit-digital-ruta-digital-region-de-arica-y-parinacota-2025/;Fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, mediante adquisición de nuevas tecnologías para mejorar procesos.;Es un fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, previamente capacitadas en los cursos Ruta Digital de Sercotec, a través de la adquisición de herramientas tecnológicas que contribuyan a mejorar su gestión operativa y financiera, su proceso de comercialización de productos o servicios y el grado de innovación de su negocio. Para implementar las mejoras, financia un plan de trabajo que incluye una serie de inversiones en bienes necesarios para cumplir el objetivo del proyecto.;"Otorga un subsidio de $1,2 millones para concretar las actividades detalladas en el plan de trabajo. 
- Un mínimo de $600 mil y un máximo de $1,2 millones pueden destinarse a activos intangibles, como sitio web, software de contabilidad digital (CRM), sistemas de administración de negocios (ERP) para inventario y/o facturación electrónica, herramientas de marketing y posicionamiento web.
- Hasta $600 mil pueden destinarse a activos fijos.

Por su parte, cada empresa o cooperativa beneficiaria deberá financiar cualquier impuesto asociado a su proyecto.";"Personas naturales o jurídicas con inicio de actividades en primera categoría ante el Servicio de Impuestos Internos (SII), que presenten ventas anuales de hasta 25.000 UF.
Cooperativas con inicio de actividades en primera categoría y con ventas netas promedio por asociado inferiores a 25.000 UF anuales. Esto se calcula con el monto de las ventas totales de las cooperativas dividido por el número de asociados.

Se excluyen las cooperativas de servicios financieros, sociedades de hecho y comunidades hereditarias.
";Previo a la postulación, las empresas o cooperativas interesadas deberán realizar y aprobar el catálogo de cursos de formación del programa Ruta Digital, alojados en www.rutadigital.cl. Son ocho los cursos que deben completar hasta su nivel máximo de profundización para poder optar al subsidio. Estos son: Ventas e inventario, Marketing, Finanzas y seguridad de la información, Gestión y colaboración, Ciberseguridad, Negocio inteligente, Digitalización para las Pymes y Neuromarketing-Delivery.                                  Tener domicilio comercial en la región;No;03-07-2025;15-07-2025;No;Arica y Parinacota;Tecnología y Digitalización;Primera categoría;Mejora tu gestión, Crece;Asesoría, Subsidio;Masculino, Femenino;Natural, Jurídica;Micro, Pequeña;Todos
8-5-2025 0:52:29;Sercotec;Desarrollo Empresarial;Kit Digital Ruta Digital 2025;Kit Digital Ruta Digital Región de O´Higgins 2025;https://www.sercotec.cl/kit-digital-ruta-digital-region-de-ohiggins-2025/;Fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, mediante adquisición de nuevas tecnologías para mejorar procesos.;Es un fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, previamente capacitadas en los cursos Ruta Digital de Sercotec, a través de la adquisición de herramientas tecnológicas que contribuyan a mejorar su gestión operativa y financiera, su proceso de comercialización de productos o servicios y el grado de innovación de su negocio. Para implementar las mejoras, financia un plan de trabajo que incluye una serie de inversiones en bienes necesarios para cumplir el objetivo del proyecto.;"Otorga un subsidio de $1,2 millones para concretar las actividades detalladas en el plan de trabajo. 
- Un mínimo de $600 mil y un máximo de $1,2 millones pueden destinarse a activos intangibles, como sitio web, software de contabilidad digital (CRM), sistemas de administración de negocios (ERP) para inventario y/o facturación electrónica, herramientas de marketing y posicionamiento web.
- Hasta $600 mil pueden destinarse a activos fijos.

Por su parte, cada empresa o cooperativa beneficiaria deberá financiar cualquier impuesto asociado a su proyecto.";"Personas naturales o jurídicas con inicio de actividades en primera categoría ante el Servicio de Impuestos Internos (SII), que presenten ventas anuales de hasta 25.000 UF.
Cooperativas con inicio de actividades en primera categoría y con ventas netas promedio por asociado inferiores a 25.000 UF anuales. Esto se calcula con el monto de las ventas totales de las cooperativas dividido por el número de asociados.

Se excluyen las cooperativas de servicios financieros, sociedades de hecho y comunidades hereditarias.
";Previo a la postulación, las empresas o cooperativas interesadas deberán realizar y aprobar el catálogo de cursos de formación del programa Ruta Digital, alojados en www.rutadigital.cl. Son ocho los cursos que deben completar hasta su nivel máximo de profundización para poder optar al subsidio. Estos son: Ventas e inventario, Marketing, Finanzas y seguridad de la información, Gestión y colaboración, Ciberseguridad, Negocio inteligente, Digitalización para las Pymes y Neuromarketing-Delivery.                                  Tener domicilio comercial en la región;No;03-07-2025;15-07-2025;No;O’Higgins;Tecnología y Digitalización;Primera categoría;Mejora tu gestión, Crece;Asesoría, Subsidio;Masculino, Femenino;Natural, Jurídica;Micro, Pequeña;Todos
8-5-2025 0:55:17;Sercotec;Desarrollo Empresarial;Kit Digital Ruta Digital 2025;Kit Digital Ruta Digital Región de Tarapacá 2025;https://www.sercotec.cl/kit-digital-ruta-digital-de-tarapaca-2025/;Fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, mediante adquisición de nuevas tecnologías para mejorar procesos.;Es un fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, previamente capacitadas en los cursos Ruta Digital de Sercotec, a través de la adquisición de herramientas tecnológicas que contribuyan a mejorar su gestión operativa y financiera, su proceso de comercialización de productos o servicios y el grado de innovación de su negocio. Para implementar las mejoras, financia un plan de trabajo que incluye una serie de inversiones en bienes necesarios para cumplir el objetivo del proyecto.;"Otorga un subsidio de $1,2 millones para concretar las actividades detalladas en el plan de trabajo. 
- Un mínimo de $600 mil y un máximo de $1,2 millones pueden destinarse a activos intangibles, como sitio web, software de contabilidad digital (CRM), sistemas de administración de negocios (ERP) para inventario y/o facturación electrónica, herramientas de marketing y posicionamiento web.
- Hasta $600 mil pueden destinarse a activos fijos.

Por su parte, cada empresa o cooperativa beneficiaria deberá financiar cualquier impuesto asociado a su proyecto.";"Personas naturales o jurídicas con inicio de actividades en primera categoría ante el Servicio de Impuestos Internos (SII), que presenten ventas anuales de hasta 25.000 UF.
Cooperativas con inicio de actividades en primera categoría y con ventas netas promedio por asociado inferiores a 25.000 UF anuales. Esto se calcula con el monto de las ventas totales de las cooperativas dividido por el número de asociados.

Se excluyen las cooperativas de servicios financieros, sociedades de hecho y comunidades hereditarias.
";Previo a la postulación, las empresas o cooperativas interesadas deberán realizar y aprobar el catálogo de cursos de formación del programa Ruta Digital, alojados en www.rutadigital.cl. Son ocho los cursos que deben completar hasta su nivel máximo de profundización para poder optar al subsidio. Estos son: Ventas e inventario, Marketing, Finanzas y seguridad de la información, Gestión y colaboración, Ciberseguridad, Negocio inteligente, Digitalización para las Pymes y Neuromarketing-Delivery.                                  Tener domicilio comercial en la región;No;03-07-2025;15-07-2025;No;Tarapacá;Tecnología y Digitalización;Primera categoría;Mejora tu gestión, Crece;Asesoría, Subsidio;Masculino, Femenino;Natural, Jurídica;Micro, Pequeña;Todos
8-5-2025 0:58:02;Sercotec;Desarrollo Empresarial;Kit Digital Ruta Digital 2025;Kit Digital Ruta Digital Región de Valparaíso 2025;https://www.sercotec.cl/kit-digital-ruta-digital-region-de-valparaiso-2025/;Fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, mediante adquisición de nuevas tecnologías para mejorar procesos.;Es un fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, previamente capacitadas en los cursos Ruta Digital de Sercotec, a través de la adquisición de herramientas tecnológicas que contribuyan a mejorar su gestión operativa y financiera, su proceso de comercialización de productos o servicios y el grado de innovación de su negocio. Para implementar las mejoras, financia un plan de trabajo que incluye una serie de inversiones en bienes necesarios para cumplir el objetivo del proyecto.;"Otorga un subsidio de $1,2 millones para concretar las actividades detalladas en el plan de trabajo. 
- Un mínimo de $600 mil y un máximo de $1,2 millones pueden destinarse a activos intangibles, como sitio web, software de contabilidad digital (CRM), sistemas de administración de negocios (ERP) para inventario y/o facturación electrónica, herramientas de marketing y posicionamiento web.
- Hasta $600 mil pueden destinarse a activos fijos.

Por su parte, cada empresa o cooperativa beneficiaria deberá financiar cualquier impuesto asociado a su proyecto.";"Personas naturales o jurídicas con inicio de actividades en primera categoría ante el Servicio de Impuestos Internos (SII), que presenten ventas anuales de hasta 25.000 UF.
Cooperativas con inicio de actividades en primera categoría y con ventas netas promedio por asociado inferiores a 25.000 UF anuales. Esto se calcula con el monto de las ventas totales de las cooperativas dividido por el número de asociados.

Se excluyen las cooperativas de servicios financieros, sociedades de hecho y comunidades hereditarias.
";Previo a la postulación, las empresas o cooperativas interesadas deberán realizar y aprobar el catálogo de cursos de formación del programa Ruta Digital, alojados en www.rutadigital.cl. Son ocho los cursos que deben completar hasta su nivel máximo de profundización para poder optar al subsidio. Estos son: Ventas e inventario, Marketing, Finanzas y seguridad de la información, Gestión y colaboración, Ciberseguridad, Negocio inteligente, Digitalización para las Pymes y Neuromarketing-Delivery.                                  Tener domicilio comercial en la región;No;03-07-2025;15-07-2025;No;Valparaíso;Tecnología y Digitalización;Primera categoría;Mejora tu gestión, Crece;Asesoría, Subsidio;Masculino, Femenino;Natural, Jurídica;Micro, Pequeña;Todos
8-5-2025 20:13:19;Sercotec;Desarrollo Empresarial;Kit Digital Ruta Digital 2025;Kit Digital Ruta Digital Región del Biobío 2025;https://www.sercotec.cl/kit-digital-ruta-digital-region-del-biobio-2025/;Fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, mediante adquisición de nuevas tecnologías para mejorar procesos.;Es un fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, previamente capacitadas en los cursos Ruta Digital de Sercotec, a través de la adquisición de herramientas tecnológicas que contribuyan a mejorar su gestión operativa y financiera, su proceso de comercialización de productos o servicios y el grado de innovación de su negocio. Para implementar las mejoras, financia un plan de trabajo que incluye una serie de inversiones en bienes necesarios para cumplir el objetivo del proyecto.;"Otorga un subsidio de $1,2 millones para concretar las actividades detalladas en el plan de trabajo. 
- Un mínimo de $600 mil y un máximo de $1,2 millones pueden destinarse a activos intangibles, como sitio web, software de contabilidad digital (CRM), sistemas de administración de negocios (ERP) para inventario y/o facturación electrónica, herramientas de marketing y posicionamiento web.
- Hasta $600 mil pueden destinarse a activos fijos.

Por su parte, cada empresa o cooperativa beneficiaria deberá financiar cualquier impuesto asociado a su proyecto.";"Personas naturales o jurídicas con inicio de actividades en primera categoría ante el Servicio de Impuestos Internos (SII), que presenten ventas anuales de hasta 25.000 UF.
Cooperativas con inicio de actividades en primera categoría y con ventas netas promedio por asociado inferiores a 25.000 UF anuales. Esto se calcula con el monto de las ventas totales de las cooperativas dividido por el número de asociados.

Se excluyen las cooperativas de servicios financieros, sociedades de hecho y comunidades hereditarias.
";Previo a la postulación, las empresas o cooperativas interesadas deberán realizar y aprobar el catálogo de cursos de formación del programa Ruta Digital, alojados en www.rutadigital.cl. Son ocho los cursos que deben completar hasta su nivel máximo de profundización para poder optar al subsidio. Estos son: Ventas e inventario, Marketing, Finanzas y seguridad de la información, Gestión y colaboración, Ciberseguridad, Negocio inteligente, Digitalización para las Pymes y Neuromarketing-Delivery.                                  Tener domicilio comercial en la región;No;03-07-2025;15-07-2025;No;Bíobío;Tecnología y Digitalización;Primera categoría;Mejora tu gestión, Crece;Asesoría, Subsidio;Masculino, Femenino;Natural, Jurídica;Micro, Pequeña;Todos
8-5-2025 20:15:32;Sercotec;Desarrollo Empresarial;Kit Digital Ruta Digital 2025;Kit Digital Ruta Digital Región del Maule 2025;https://www.sercotec.cl/kit-digital-ruta-digital-region-del-maule-2025/;Fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, mediante adquisición de nuevas tecnologías para mejorar procesos.;Es un fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, previamente capacitadas en los cursos Ruta Digital de Sercotec, a través de la adquisición de herramientas tecnológicas que contribuyan a mejorar su gestión operativa y financiera, su proceso de comercialización de productos o servicios y el grado de innovación de su negocio. Para implementar las mejoras, financia un plan de trabajo que incluye una serie de inversiones en bienes necesarios para cumplir el objetivo del proyecto.;"Otorga un subsidio de $1,2 millones para concretar las actividades detalladas en el plan de trabajo. 
- Un mínimo de $600 mil y un máximo de $1,2 millones pueden destinarse a activos intangibles, como sitio web, software de contabilidad digital (CRM), sistemas de administración de negocios (ERP) para inventario y/o facturación electrónica, herramientas de marketing y posicionamiento web.
- Hasta $600 mil pueden destinarse a activos fijos.

Por su parte, cada empresa o cooperativa beneficiaria deberá financiar cualquier impuesto asociado a su proyecto.";"Personas naturales o jurídicas con inicio de actividades en primera categoría ante el Servicio de Impuestos Internos (SII), que presenten ventas anuales de hasta 25.000 UF.
Cooperativas con inicio de actividades en primera categoría y con ventas netas promedio por asociado inferiores a 25.000 UF anuales. Esto se calcula con el monto de las ventas totales de las cooperativas dividido por el número de asociados.

Se excluyen las cooperativas de servicios financieros, sociedades de hecho y comunidades hereditarias.
";Previo a la postulación, las empresas o cooperativas interesadas deberán realizar y aprobar el catálogo de cursos de formación del programa Ruta Digital, alojados en www.rutadigital.cl. Son ocho los cursos que deben completar hasta su nivel máximo de profundización para poder optar al subsidio. Estos son: Ventas e inventario, Marketing, Finanzas y seguridad de la información, Gestión y colaboración, Ciberseguridad, Negocio inteligente, Digitalización para las Pymes y Neuromarketing-Delivery.                                  Tener domicilio comercial en la región;No;03-07-2025;15-07-2025;No;Maule;Tecnología y Digitalización;Primera categoría;Mejora tu gestión, Crece;Asesoría, Subsidio;Masculino, Femenino;Natural, Jurídica;Micro, Mediana;Todos
8-5-2025 20:22:26;Sercotec;Desarrollo Empresarial;Kit Digital Ruta Digital 2024;Kit Digital Ruta Digital Región de Antofagasta 2024;https://www.sercotec.cl/kit-digital-ruta-digital-region-de-antofagasta-2024/;Fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, mediante adquisición de nuevas tecnologías para mejorar procesos.;Es un fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, previamente capacitadas en los cursos Ruta Digital de Sercotec, a través de la adquisición de herramientas tecnológicas que contribuyan a mejorar su gestión operativa y financiera, su proceso de comercialización de productos o servicios y el grado de innovación de su negocio. Para implementar las mejoras, financia un plan de trabajo que incluye una serie de inversiones en bienes necesarios para cumplir el objetivo del proyecto.;"Otorga un subsidio de $1,2 millones para concretar las actividades detalladas en el plan de trabajo. 
- Un mínimo de $600 mil y un máximo de $1,2 millones pueden destinarse a activos intangibles, como sitio web, software de contabilidad digital (CRM), sistemas de administración de negocios (ERP) para inventario y/o facturación electrónica, herramientas de marketing y posicionamiento web.
- Hasta $600 mil pueden destinarse a activos fijos.

Por su parte, cada empresa o cooperativa beneficiaria deberá financiar cualquier impuesto asociado a su proyecto.";"Personas naturales o jurídicas con inicio de actividades en primera categoría ante el Servicio de Impuestos Internos (SII), que presenten ventas anuales de hasta 25.000 UF.
Cooperativas con inicio de actividades en primera categoría y con ventas netas promedio por asociado inferiores a 25.000 UF anuales. Esto se calcula con el monto de las ventas totales de las cooperativas dividido por el número de asociados.

Se excluyen las cooperativas de servicios financieros, sociedades de hecho y comunidades hereditarias.
";Previo a la postulación, las empresas o cooperativas interesadas deberán realizar y aprobar el catálogo de cursos de formación del programa Ruta Digital, alojados en www.rutadigital.cl. Son ocho los cursos que deben completar hasta su nivel máximo de profundización para poder optar al subsidio. Estos son: Ventas e inventario, Marketing, Finanzas y seguridad de la información, Gestión y colaboración, Ciberseguridad, Negocio inteligente, Digitalización para las Pymes y Neuromarketing-Delivery.                                  Tener domicilio comercial en la región;No;03-07-2025;15-07-2025;No;Antofagasta;Tecnología y Digitalización;Primera categoría;Mejora tu gestión, Crece;Asesoría, Subsidio;Masculino, Femenino;Natural, Jurídica;Micro, Pequeña;Todos
8-5-2025 20:32:26;Sercotec;Desarrollo Empresarial;Kit Digital Ruta Digital 2024;Kit Digital Ruta Digital Región de Atacama 2024;https://www.sercotec.cl/kit-digital-ruta-digital-region-de-atacama-2024/;Fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, mediante adquisición de nuevas tecnologías para mejorar procesos.;Es un fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, previamente capacitadas en los cursos Ruta Digital de Sercotec, a través de la adquisición de herramientas tecnológicas que contribuyan a mejorar su gestión operativa y financiera, su proceso de comercialización de productos o servicios y el grado de innovación de su negocio. Para implementar las mejoras, financia un plan de trabajo que incluye una serie de inversiones en bienes necesarios para cumplir el objetivo del proyecto.;"Otorga un subsidio de $1,2 millones para concretar las actividades detalladas en el plan de trabajo. 
- Un mínimo de $600 mil y un máximo de $1,2 millones pueden destinarse a activos intangibles, como sitio web, software de contabilidad digital (CRM), sistemas de administración de negocios (ERP) para inventario y/o facturación electrónica, herramientas de marketing y posicionamiento web.
- Hasta $600 mil pueden destinarse a activos fijos.

Por su parte, cada empresa o cooperativa beneficiaria deberá financiar cualquier impuesto asociado a su proyecto.";"Personas naturales o jurídicas con inicio de actividades en primera categoría ante el Servicio de Impuestos Internos (SII), que presenten ventas anuales de hasta 25.000 UF.
Cooperativas con inicio de actividades en primera categoría y con ventas netas promedio por asociado inferiores a 25.000 UF anuales. Esto se calcula con el monto de las ventas totales de las cooperativas dividido por el número de asociados.

Se excluyen las cooperativas de servicios financieros, sociedades de hecho y comunidades hereditarias.
";Previo a la postulación, las empresas o cooperativas interesadas deberán realizar y aprobar el catálogo de cursos de formación del programa Ruta Digital, alojados en www.rutadigital.cl. Son ocho los cursos que deben completar hasta su nivel máximo de profundización para poder optar al subsidio. Estos son: Ventas e inventario, Marketing, Finanzas y seguridad de la información, Gestión y colaboración, Ciberseguridad, Negocio inteligente, Digitalización para las Pymes y Neuromarketing-Delivery.                                  Tener domicilio comercial en la región;No;03-07-2025;15-07-2025;No;Atacama;Tecnología y Digitalización;Primera categoría;Mejora tu gestión, Crece;Asesoría, Subsidio;Masculino, Femenino;Natural, Jurídica;Micro, Pequeña;Todos
8-5-2025 20:34:52;Sercotec;Desarrollo Empresarial;Kit Digital Ruta Digital 2025;Kit Digital Ruta Digital Región Metropolitana 2025;https://www.sercotec.cl/kit-digital-ruta-digital-region-metropolitana-2025/;Fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, mediante adquisición de nuevas tecnologías para mejorar procesos.;Es un fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, previamente capacitadas en los cursos Ruta Digital de Sercotec, a través de la adquisición de herramientas tecnológicas que contribuyan a mejorar su gestión operativa y financiera, su proceso de comercialización de productos o servicios y el grado de innovación de su negocio. Para implementar las mejoras, financia un plan de trabajo que incluye una serie de inversiones en bienes necesarios para cumplir el objetivo del proyecto.;"Otorga un subsidio de $1,2 millones para concretar las actividades detalladas en el plan de trabajo. 
- Un mínimo de $600 mil y un máximo de $1,2 millones pueden destinarse a activos intangibles, como sitio web, software de contabilidad digital (CRM), sistemas de administración de negocios (ERP) para inventario y/o facturación electrónica, herramientas de marketing y posicionamiento web.
- Hasta $600 mil pueden destinarse a activos fijos.

Por su parte, cada empresa o cooperativa beneficiaria deberá financiar cualquier impuesto asociado a su proyecto.";"Personas naturales o jurídicas con inicio de actividades en primera categoría ante el Servicio de Impuestos Internos (SII), que presenten ventas anuales de hasta 25.000 UF.
Cooperativas con inicio de actividades en primera categoría y con ventas netas promedio por asociado inferiores a 25.000 UF anuales. Esto se calcula con el monto de las ventas totales de las cooperativas dividido por el número de asociados.

Se excluyen las cooperativas de servicios financieros, sociedades de hecho y comunidades hereditarias.
";Previo a la postulación, las empresas o cooperativas interesadas deberán realizar y aprobar el catálogo de cursos de formación del programa Ruta Digital, alojados en www.rutadigital.cl. Son ocho los cursos que deben completar hasta su nivel máximo de profundización para poder optar al subsidio. Estos son: Ventas e inventario, Marketing, Finanzas y seguridad de la información, Gestión y colaboración, Ciberseguridad, Negocio inteligente, Digitalización para las Pymes y Neuromarketing-Delivery.                                  Tener domicilio comercial en la región;No;03-07-2025;15-07-2025;No;Metropolitana;Tecnología y Digitalización;Primera categoría;Mejora tu gestión, Crece;Asesoría, Subsidio;Masculino, Femenino;Natural, Jurídica;Micro, Pequeña;Todos
8-5-2025 20:36:56;Sercotec;Desarrollo Empresarial;Kit Digital Ruta Digital Región de La Araucanía 2025;Kit Digital Ruta Digital Región de La Araucanía 2025;https://www.sercotec.cl/kit-digital-ruta-digital-region-de-la-araucania-2025/;Fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, mediante adquisición de nuevas tecnologías para mejorar procesos.;Es un fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, previamente capacitadas en los cursos Ruta Digital de Sercotec, a través de la adquisición de herramientas tecnológicas que contribuyan a mejorar su gestión operativa y financiera, su proceso de comercialización de productos o servicios y el grado de innovación de su negocio. Para implementar las mejoras, financia un plan de trabajo que incluye una serie de inversiones en bienes necesarios para cumplir el objetivo del proyecto.;"Otorga un subsidio de $1,2 millones para concretar las actividades detalladas en el plan de trabajo. 
- Un mínimo de $600 mil y un máximo de $1,2 millones pueden destinarse a activos intangibles, como sitio web, software de contabilidad digital (CRM), sistemas de administración de negocios (ERP) para inventario y/o facturación electrónica, herramientas de marketing y posicionamiento web.
- Hasta $600 mil pueden destinarse a activos fijos.

Por su parte, cada empresa o cooperativa beneficiaria deberá financiar cualquier impuesto asociado a su proyecto.";"Personas naturales o jurídicas con inicio de actividades en primera categoría ante el Servicio de Impuestos Internos (SII), que presenten ventas anuales de hasta 25.000 UF.
Cooperativas con inicio de actividades en primera categoría y con ventas netas promedio por asociado inferiores a 25.000 UF anuales. Esto se calcula con el monto de las ventas totales de las cooperativas dividido por el número de asociados.

Se excluyen las cooperativas de servicios financieros, sociedades de hecho y comunidades hereditarias.
";Previo a la postulación, las empresas o cooperativas interesadas deberán realizar y aprobar el catálogo de cursos de formación del programa Ruta Digital, alojados en www.rutadigital.cl. Son ocho los cursos que deben completar hasta su nivel máximo de profundización para poder optar al subsidio. Estos son: Ventas e inventario, Marketing, Finanzas y seguridad de la información, Gestión y colaboración, Ciberseguridad, Negocio inteligente, Digitalización para las Pymes y Neuromarketing-Delivery.                                  Tener domicilio comercial en la región;No;03-07-2025;15-07-2025;No;La Araucanía;Tecnología y Digitalización;Primera categoría;Mejora tu gestión, Crece;Asesoría, Subsidio;Masculino, Femenino;Natural, Jurídica;Micro, Pequeña;Todos
8-5-2025 20:38:52;Sercotec;Desarrollo Empresarial;Kit Digital Ruta Digital 2025;Kit Digital Ruta Digital Región de Los Ríos 2025;https://www.sercotec.cl/kit-digital-ruta-digital-region-de-los-rios-2025/;Fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, mediante adquisición de nuevas tecnologías para mejorar procesos.;Es un fondo concursable que promueve la digitalización de micro y pequeñas empresas y cooperativas, previamente capacitadas en los cursos Ruta Digital de Sercotec, a través de la adquisición de herramientas tecnológicas que contribuyan a mejorar su gestión operativa y financiera, su proceso de comercialización de productos o servicios y el grado de innovación de su negocio. Para implementar las mejoras, financia un plan de trabajo que incluye una serie de inversiones en bienes necesarios para cumplir el objetivo del proyecto.;"Otorga un subsidio de $1,2 millones para concretar las actividades detalladas en el plan de trabajo. 
- Un mínimo de $600 mil y un máximo de $1,2 millones pueden destinarse a activos intangibles, como sitio web, software de contabilidad digital (CRM), sistemas de administración de negocios (ERP) para inventario y/o facturación electrónica, herramientas de marketing y posicionamiento web.
- Hasta $600 mil pueden destinarse a activos fijos.

Por su parte, cada empresa o cooperativa beneficiaria deberá financiar cualquier impuesto asociado a su proyecto.";"Personas naturales o jurídicas con inicio de actividades en primera categoría ante el Servicio de Impuestos Internos (SII), que presenten ventas anuales de hasta 25.000 UF.
Cooperativas con inicio de actividades en primera categoría y con ventas netas promedio por asociado inferiores a 25.000 UF anuales. Esto se calcula con el monto de las ventas totales de las cooperativas dividido por el número de asociados.

Se excluyen las cooperativas de servicios financieros, sociedades de hecho y comunidades hereditarias.
";Previo a la postulación, las empresas o cooperativas interesadas deberán realizar y aprobar el catálogo de cursos de formación del programa Ruta Digital, alojados en www.rutadigital.cl. Son ocho los cursos que deben completar hasta su nivel máximo de profundización para poder optar al subsidio. Estos son: Ventas e inventario, Marketing, Finanzas y seguridad de la información, Gestión y colaboración, Ciberseguridad, Negocio inteligente, Digitalización para las Pymes y Neuromarketing-Delivery.                                  Tener domicilio comercial en la región;No;03-07-2025;15-07-2025;No;Los Ríos;Tecnología y Digitalización;Primera categoría;Mejora tu gestión, Crece;Asesoría, Subsidio;Masculino, Femenino;Natural, Jurídica;Micro, Pequeña;Todos
